slug,address,city,zip,state,neighborhood,lead_type,assessed_value,val_low,val_high,taxes_owed,years_delinquent,source_file,imported_at
392-midland-av-columbus-oh,392 Midland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
350-352-12-innis-av-columbus-oh,350 352 1/2 Innis Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2227-w-broad-st-columbus-oh,2227 W Broad St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
584-siebert-st-columbus-oh,584 Siebert St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1355-1359-grandview-av-columbus-oh,1355 1359 Grandview Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
294-midland-av-columbus-oh,294 Midland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
242-n-grant-av-columbus-oh,242 N Grant Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1220-e-sixteenth-av-columbus-oh,1220 E Sixteenth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
0-homewood-av-columbus-oh,0 Homewood Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
190-n-warren-columbus-oh,190 N Warren,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1468-e-fourth-av-columbus-oh,1468 E Fourth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1890-cleveland-av-columbus-oh,1890 Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2200-cleveland-av-columbus-oh,2200 Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
598-e-markison-av-columbus-oh,598 E Markison Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1572-walsh-av-columbus-oh,1572 Walsh Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
0-w-mound-st-columbus-oh,0 W Mound St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1012-n-cleveland-av-columbus-oh,1012 N Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1219-e-fulton-st-columbus-oh,1219 E Fulton St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
514-wilson-av-columbus-oh,514 Wilson Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1247-mcallister-av-columbus-oh,1247 Mcallister Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1231-hildreth-av-columbus-oh,1231 Hildreth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
528-s-oakley-av-columbus-oh,528 S Oakley Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1380-mt-vernon-av-columbus-oh,1380 Mt Vernon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1056-cable-av-columbus-oh,1056 Cable Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1832-minnesota-av-columbus-oh,1832 Minnesota Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
776-n-drexel-av-columbus-oh,776 N Drexel Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
863-studer-av-columbus-oh,863 Studer Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
218-lechner-av-columbus-oh,218 Lechner Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1936-floral-av-columbus-oh,1936 Floral Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
412-clarendon-av-columbus-oh,412 Clarendon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2581-parkwood-av-columbus-oh,2581 Parkwood Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
64-brehl-av-columbus-oh,64 Brehl Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
688-lilley-av-columbus-oh,688 Lilley Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
536-ryan-av-columbus-oh,536 Ryan Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
374-376-welch-av-columbus-oh,374 376 Welch Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
870-e-twelfth-av-columbus-oh,870 E Twelfth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
182-188-e-thirteenth-av-columbus-oh,182 188 E Thirteenth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
179-nashoba-av-columbus-oh,179 Nashoba Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1094-leona-av-columbus-oh,1094 Leona Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1010-e-deshler-av-columbus-oh,1010 E Deshler Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
95-s-warren-av-columbus-oh,95 S Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1431-e-eastwood-av-columbus-oh,1431 E Eastwood Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
499-bonham-av-columbus-oh,499 Bonham Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2148-avalon-pl-columbus-oh,2148 Avalon Pl,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
859-861-old-leonard-av-columbus-oh,859 - 861  Old Leonard Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
982-e-twelfth-av-columbus-oh,982 E Twelfth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1396-studer-av-columbus-oh,1396 Studer Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
840-842-w-sullivant-av-columbus-oh,840 842 W Sullivant Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
145-s-warren-av-columbus-oh,145 S Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1075-miller-av-columbus-oh,1075 Miller Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
892-heyl-av-columbus-oh,892 Heyl Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
319-kendall-pl-columbus-oh,319 Kendall Pl,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
171-s-warren-av-columbus-oh,171 S Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
22-innis-av-columbus-oh,22 Innis Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
3387-deshler-av-columbus-oh,3387 Deshler Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
764-st-clair-av-columbus-oh,764 St Clair Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1826-1828-12-parsons-av-columbus-oh,1826 1828 1/2 Parsons Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
179-n-warren-av-columbus-oh,179 N Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
0-barthman-av-columbus-oh,0 Barthman Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
531-533-armstrong-st-columbus-oh,531 533 Armstrong St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2776-e-sixth-av-columbus-oh,2776 E Sixth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
48-n-twenty-first-st-columbus-oh,48 N Twenty First St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
460-e-frankfort-alley-st-columbus-oh,460 E Frankfort Alley St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
81-83-n-twenty-second-st-columbus-oh,81 83 N Twenty Second St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1460-sullivant-av-columbus-oh,1460 Sullivant Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
969-fourteenth-av-columbus-oh,969 Fourteenth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
355-wheatland-av-columbus-oh,355 Wheatland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
337-guilford-av-columbus-oh,337 Guilford Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
308-highland-av-columbus-oh,308 Highland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2078-cleveland-av-columbus-oh,2078 Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1617-e-kohr-pl-columbus-oh,1617 E Kohr Pl,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
513-s-warren-av-columbus-oh,513 S Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1960-gladstone-av-columbus-oh,1960 Gladstone Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2318-2320-cleveland-av-columbus-oh,2318 2320 Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1863-e-rich-st-rear-columbus-oh,1863 E Rich St Rear,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2786-n-audubon-rd-columbus-oh,2786 N Audubon Rd,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
358-s-glenwood-av-columbus-oh,358 S Glenwood Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
559-s-wheatland-av-columbus-oh,559 S Wheatland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1524-manchester-av-columbus-oh,1524 Manchester Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
668-s-ogden-av-columbus-oh,668 S Ogden Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1049-w-fifth-av-columbus-oh,1049 W Fifth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
607-townsend-av-columbus-oh,607 Townsend Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1746-mound-st-columbus-oh,1746 Mound St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2961-sullivant-av-columbus-oh,2961 Sullivant Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2033-denune-av-columbus-oh,2033 Denune Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2016-minnesota-av-columbus-oh,2016 Minnesota Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1857-denune-av-columbus-oh,1857 Denune Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1424-e-maynard-av-columbus-oh,1424 E Maynard Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1707-manchester-av-columbus-oh,1707 Manchester Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
276-s-princeton-av-columbus-oh,276 S Princeton Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
881-e-third-av-columbus-oh,881 E Third Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
345-s-burgess-av-columbus-oh,345 S Burgess Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
402-s-wheatland-av-columbus-oh,402 S Wheatland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
382-s-terrace-av-columbus-oh,382 S Terrace Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1069-camden-av-columbus-oh,1069 Camden Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
454-s-terrace-av-columbus-oh,454 S Terrace Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
1294-e-fifteenth-av-columbus-oh,1294 E Fifteenth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
659-e-third-av-columbus-oh,659 E Third Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 1.csv,2026-02-16
2122-margaret-av-columbus-oh,2122 Margaret Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
957-e-twelfth-av-columbus-oh,957 E Twelfth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
0-olpp-av-columbus-oh,0 Olpp Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2470-lexington-av-columbus-oh,2470 Lexington Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
354-wayne-av-columbus-oh,354 Wayne Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1478-genessee-av-columbus-oh,1478 Genessee Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2679-2681-cleveland-av-columbus-oh,2679 2681 Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1646-aberdeen-av-columbus-oh,1646 Aberdeen Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2453-sullivant-av-columbus-oh,2453 Sullivant Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
0-warren-av-columbus-oh,0 Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
248-taylor-av-columbus-oh,248 Taylor Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
67-tompkins-st-columbus-oh,67 Tompkins St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
0-front-st-rear-columbus-oh,0 Front St Rear,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1671-s-franklin-pk-columbus-oh,1671 S Franklin Pk,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
997-mt-vernon-av-columbus-oh,997 Mt Vernon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1228-1230-mt-vernon-av-columbus-oh,1228 1230 Mt Vernon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
220-e-jenkins-av-columbus-oh,220 E Jenkins Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
785-787-park-st-columbus-oh,785 787 Park St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1343-e-livingston-av-columbus-oh,1343 E Livingston Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1538-1542-accommodation-av-columbus-oh,1538 1542 Accommodation Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
154-warren-av-columbus-oh,154 Warren Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
410-s-monroe-av-columbus-oh,410 S Monroe Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1945-fairmont-av-columbus-oh,1945 Fairmont Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1603-franklin-av-columbus-oh,1603 Franklin Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
627-seymour-av-columbus-oh,627 Seymour Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1428-twentieth-av-columbus-oh,1428 Twentieth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
0-rhoads-av-columbus-oh,0 Rhoads Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
157-belvidere-av-columbus-oh,157 Belvidere Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
790-e-second-av-columbus-oh,790 E Second Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
98-tulane-rd-columbus-oh,98 Tulane Rd,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
753-s-front-st-columbus-oh,753 S Front St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1480-twenty-fourth-av-columbus-oh,1480 Twenty Fourth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
466-eldridge-av-columbus-oh,466 Eldridge Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2126-summit-st-columbus-oh,2126 Summit St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1416-gibbard-av-columbus-oh,1416 Gibbard Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
168-lechner-av-columbus-oh,168 Lechner Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1506-1512-w-seventh-av-columbus-oh,1506 1512 W Seventh Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1781-king-av-columbus-oh,1781 King Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1789-king-av-columbus-oh,1789 King Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1469-fourth-av-columbus-oh,1469 Fourth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1562-richmond-av-columbus-oh,1562 Richmond Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1662-w-mound-st-columbus-oh,1662 W Mound St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1285-e-columbus-st-columbus-oh,1285 E Columbus St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
39-rodgers-av-columbus-oh,39 Rodgers Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
216-e-jenkins-av-columbus-oh,216 E Jenkins Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
870-taylor-av-columbus-oh,870 Taylor Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
32-orel-av-columbus-oh,32 Orel Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
852-e-main-st-columbus-oh,852 E Main St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
828-atcheson-st-columbus-oh,828 Atcheson St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1472-twenty-sixth-av-columbus-oh,1472 Twenty Sixth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1176-e-hildreth-av-columbus-oh,1176 E Hildreth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1286-aberdeen-av-columbus-oh,1286 Aberdeen Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
864-ann-st-columbus-oh,864 Ann St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
36-38-e-fifth-av-columbus-oh,36 38 E Fifth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1242-hildreth-av-columbus-oh,1242 Hildreth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
355-belvidere-av-columbus-oh,355 Belvidere Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
589-s-hague-av-columbus-oh,589 S Hague Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
45-stevens-av-columbus-oh,45 Stevens Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
832-834-s-ohio-av-columbus-oh,832 834 S Ohio Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
582-s-hague-av-columbus-oh,582 S Hague Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1443-minnesota-av-columbus-oh,1443 Minnesota Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
572-e-jenkins-av-columbus-oh,572 E Jenkins Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2575-lexington-av-columbus-oh,2575 Lexington Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2274-w-sullivant-av-columbus-oh,2274 W Sullivant Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
659-stewart-av-columbus-oh,659 Stewart Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1554-glenn-av-columbus-oh,1554 Glenn Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1447-republic-av-columbus-oh,1447 Republic Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
155-s-harris-av-columbus-oh,155 S Harris Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1018-s-ohio-av-columbus-oh,1018 S Ohio Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1431-e-atcheson-st-columbus-oh,1431 E Atcheson St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2137-margaret-av-columbus-oh,2137 Margaret Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
97-99-n-terrace-av-columbus-oh,97 99 N Terrace Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
229-231-clarendon-av-columbus-oh,229 231 Clarendon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
91-93-n-terrace-av-columbus-oh,91 93 N Terrace Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
402-s-richardson-av-columbus-oh,402 S Richardson Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
753-e-gates-st-columbus-oh,753 E Gates St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1052-1054-cable-av-columbus-oh,1052 1054 Cable Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
187-s-twentieth-st-columbus-oh,187 S Twentieth St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2587-n-high-st-columbus-oh,2587 N High St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
347-sherborne-dr-columbus-oh,347 Sherborne Dr,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
788-berkeley-rd-columbus-oh,788 Berkeley Rd,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1233-hamlet-st-columbus-oh,1233 Hamlet St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
2578-renwood-pl-columbus-oh,2578 Renwood Pl,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
263-s-twentieth-st-columbus-oh,263 S Twentieth St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
310-s-hague-av-columbus-oh,310 S Hague Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
308-clarendon-av-columbus-oh,308 Clarendon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1128-e-hildreth-av-columbus-oh,1128 E Hildreth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
491-493-s-burgess-av-columbus-oh,491 493 S Burgess Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
64-hayden-av-columbus-oh,64 Hayden Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1928-denbridge-wy-columbus-oh,1928 Denbridge Wy,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
207-e-markison-av-columbus-oh,207 E Markison Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
53-n-roys-av-columbus-oh,53 N Roys Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1333-mt-vernon-av-columbus-oh,1333 Mt Vernon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh 2.csv,2026-02-16
1092-e-sixteenth-av-columbus-oh,1092 E Sixteenth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
1231-1235-columbus-st-columbus-oh,1231 1235 Columbus St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
2186-cleveland-av-columbus-oh,2186 Cleveland Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
1472-twenty-fifth-av-columbus-oh,1472 Twenty Fifth Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
1500-harvard-av-columbus-oh,1500 Harvard Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
130-chicago-av-columbus-oh,130 Chicago Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
130-n-eldon-av-columbus-oh,130 N Eldon Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
1622-e-granville-st-columbus-oh,1622 E Granville St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
96-n-hartford-st-columbus-oh,96 N Hartford St,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
1995-fairmont-av-columbus-oh,1995 Fairmont Av,Columbus,,OH,Columbus,motivated_seller,,,,,,fresh4.csv,2026-02-16
