owner_name,portfolio_size,total_market_value,owner_address,mailing_address,entity_type,is_investor_entity,has_investor_name,has_po_box,has_business_address,portfolio_category,is_portfolio_investor,sample_properties,absentee_ratio,investor_score,investor_tier,score_reasons,tier_description
WWSD LLC,109,17988300.0,4519 KENNY RD,4519 KENNY RD,llc,True,False,False,False,institutional,True,"['457 CHANCERY WY', '3887 W FRAZIER RD', '858 S ROYS AV', '820 S ROYS AV', '614 SALISBURY RD']",0.01834862385321101,55,tier_3,LLC entity (high investor probability); Institutional investor (109 properties),Possible Investor - Worth contacting
WINCHESTER BEND APARTMENTS II LLC,88,8273600.0,4442 PROFESSIONAL PKWY,4442 PROFESSIONAL PKWY,llc,True,False,False,False,institutional,True,"['3429 WINCHESTER BEND DR', '3431 WINCHESTER BEND DR', '3433 WINCHESTER BEND DR', '3437 WINCHESTER BEND DR', '3439 WINCHESTER BEND DR']",0.011363636363636364,55,tier_3,LLC entity (high investor probability); Institutional investor (88 properties),Possible Investor - Worth contacting
COLUMBUS & SOUTHERN OHIO ELECTRIC CO,85,25417400.0,PO BOX 16428,PO BOX 16428,institution,False,False,False,False,institutional,True,"['181 W MOUND ST', '153 161 W MOUND ST', '0 JAMES RD', '0 MOON RD', '2303 MCCUTCHEON RD']",0.9764705882352941,40,tier_3,Institutional investor (85 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
OHIO STATE UNIVERSITY,79,233807900.0,1534 N HIGH ST ATTN: LEASE ADMIN,"GATEWAY D,   2ND FLOOR  1534 N HIGH ST",institution,False,False,False,False,institutional,True,"['0 E HAWTHORNE AV', '315 W NINTH AV', '0 E HAWTHORNE AV', '0 CLIFTON AV', '0 FRAMBES AV']",1.0,40,tier_3,Institutional investor (79 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
FINLEY TOWNHOMES LLC,74,10006300.0,7139 CALABRIA PL,9129 HADDINGTON CT,llc,True,False,False,False,institutional,True,"['4938 DUBLIN FALLS', '4940 DUBLIN FALLS', '4942 DUBLIN FALLS', '4944 DUBLIN FALLS', '4946 DUBLIN FALLS']",0.24324324324324326,55,tier_3,LLC entity (high investor probability); Institutional investor (74 properties),Possible Investor - Worth contacting
NWD FRANKLINTON LLC,73,2474700.0,375 N FRONT ST STE 200,375 N FRONT ST STE 200,llc,True,False,False,True,institutional,True,"['511 513 W BROAD ST', '0 W STATE ST', '49 MAY AV', '527 W STATE ST', '0 S GIFT ST']",0.0273972602739726,59,tier_3,LLC entity (high investor probability); Institutional investor (73 properties); Business address (suite/floor),Possible Investor - Worth contacting
STATE OF OHIO OSU,72,121639700.0,1534 N HIGH ST,"GATEWAY D,   2ND FLOOR  1534 N HIGH ST",government,False,False,False,False,institutional,True,"['0 W LANE AV', '0 WOODRUFF AV', '399 W NINTH AV', '367 W NINTH AV', '405 W NINTH AV']",1.0,40,tier_3,Institutional investor (72 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BOARD OF EDUCATION OF THE COLUMBUS CITY SCHOOL DISTRICT,70,473295800.0,270 E STATE ST,270 E STATE STREET,government,False,False,False,False,institutional,True,"['3000 AGLER RD', '3082 3088 E SIXTH AV', '2505 BRENTNELL AV', '97 APOLLO PL', '364 S FOURTH ST']",0.8142857142857143,40,tier_3,Institutional investor (70 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
SLADECO INC,70,8566000.0,5365 LAMBERT RD,5365 LAMBERT RD,corporation,True,False,False,False,institutional,True,"['70 W TULANE RD', '1452 1458 NORTHWEST BL', '2746 INDIANOLA AV', '87 99 BROAD MEADOWS BL', '187 193 BROAD MEADOWS BL']",0.0,52,tier_3,Corporation (likely investor); Institutional investor (70 properties),Possible Investor - Worth contacting
STATE OF OHIO O S U,66,8215312800.0,1534 N HIGH ST ATTN: LEASE ADMIN,"GATEWAY D,   2ND FLOOR  1534 N HIGH ST",government,False,False,False,False,institutional,True,"['426 W EIGHTH AV', '341 W NINTH AV', '409 W NINTH AV', '120 W WOODRUFF AV', '33 W ELEVENTH AV']",1.0,40,tier_3,Institutional investor (66 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
SIJ PARTNERSHIP LLC,61,6893800.0,3540 E FULTON ST,3540 E FULTON ST,partnership,True,False,False,False,institutional,True,"['1523 ROSETHORN AV', '0 ATCHESON ST', '3551 3561 FULTON ST', '0 LOUDEN AV', '1067 E FULTON ST']",0.0,50,tier_3,Partnership (likely investor); Institutional investor (61 properties),Possible Investor - Worth contacting
VARSANYI AGOSTON A,59,3103100.0,5621 CHERRY BOTTOM RD,4678 INGLESIDE DR,individual,False,False,False,False,institutional,True,"['0 S INGLESIDE DR', '4677 JOHNSTOWN RD', '5521 CHERRY BOTTOM RD', '0 LINWOOD DR', '4562 WYANDOTTE DR']",0.9661016949152542,40,tier_3,Institutional investor (59 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
TRABUE & WILSON LLC,56,7720000.0,2079 SCIOTO POINTE DR,2079 SCIOTO POINTE DR,llc,True,False,False,False,institutional,True,"['1655 GILMORE PARK AV #101', '1655 GILMORE PARK AV #201', '1655 GILMORE PARK AV #102', '1655 GILMORE PARK AV #202', '1655 GILMORE PARK AV #103']",0.05357142857142857,55,tier_3,LLC entity (high investor probability); Institutional investor (56 properties),Possible Investor - Worth contacting
SUMMIT PARK APARTMENTS LLC,55,9448400.0,4816 BRECKSVILLE RD,4816 BRECKSVILLE RD STE 2,llc,True,False,False,False,institutional,True,"['4370 LEMARIE PL', '2081 FITZROY DR', '2081 FITZROY DR', '2081 FITZROY DR', '2081 FITZROY DR']",0.14545454545454545,55,tier_3,LLC entity (high investor probability); Institutional investor (55 properties),Possible Investor - Worth contacting
THE COVES AT COLUMBUS LLC,52,11125800.0,1122 CAMBRIDGE BLVD,1122 CAMBRIDGE BLVD,llc,True,False,False,False,institutional,True,"['588 MINER AV', '0 MINER AV', '576 MINER AV', '574 MINER AV', '961 977 EATON AV']",0.28846153846153844,55,tier_3,LLC entity (high investor probability); Institutional investor (52 properties),Possible Investor - Worth contacting
PERRY RICHARD L TR,50,3587500.0,6344 NEWTOWN DR,6344 NEWTOWN DR,trust,True,False,False,False,institutional,True,"['2899 E DUBLIN GRANVILLE RD', '2714 BRIANLANE BL', '2712 BRIANLANE BL', '2710 BRIANLANE BL', '2708 BRIANLANE BL']",0.0,43,tier_3,Trust entity (possible investor); Institutional investor (50 properties),Possible Investor - Worth contacting
AP GREAT NORTH WOODS LLC,50,4408000.0,62 W 45TH ST FL 5,62 W 45TH ST FL 5,llc,True,False,False,True,institutional,True,"['2917 NORTHERN WOODS LN', '2919 NORTHERN WOODS LN', '2921 NORTHERN WOODS LN', '2922 NORTHERN WOODS LN', '2923 NORTHERN WOODS LN']",0.0,59,tier_3,LLC entity (high investor probability); Institutional investor (50 properties); Business address (suite/floor),Possible Investor - Worth contacting
STATE OF OHIO FBO OSU,48,55392300.0,1534 N HIGH ST ATTN: LEASE ADMIN,"GATEWAY D,   2ND FLOOR  1534 N HIGH ST",government,False,False,False,False,institutional,True,"['1615 HIGHLAND ST', '1618 HIGHLAND ST', '241 W ELEVENTH AV', '2225 W HIGH ST', '0 W NORWICH AV']",1.0,40,tier_3,Institutional investor (48 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HOMETEAM MULTIFAMILY 1 LLC,46,46276900.0,222 E 11TH AVE,222 E 11TH AVE,llc,True,False,False,False,institutional,True,"['87 95 W EIGHTH AV', '350 E TWELFTH AV', '98 E TWELFTH AV', '167 W NINTH AV', '0 W EIGHTH AV']",0.32608695652173914,55,tier_3,LLC entity (high investor probability); Institutional investor (46 properties),Possible Investor - Worth contacting
BRIDGEWALK BIRDIE LLC,45,265300.0,52 E GAY ST,52 E GAY ST,llc,True,False,False,False,institutional,True,"['0 WEDGE ST', '0 WEDGE ST', '0 WEDGE ST', '0 WEDGE ST', '0 CLUBHOUSE DR']",0.0,55,tier_3,LLC entity (high investor probability); Institutional investor (45 properties),Possible Investor - Worth contacting
MOSES JOHN CHRISTOPHER TRUSTEE,44,1282900.0,3749 MISSOURI AVE,3749 MISSOURI AVENUE,trust,True,False,False,False,institutional,True,"['0 N STELZER RD', '0 E ARMUTH AV', '0 E ABERDEEN AV', '0 E ABERDEEN AV', '0 E ABERDEEN AV']",1.0,58,tier_3,Trust entity (possible investor); Institutional investor (44 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
COLUMBUS COLLEGE OF ART DESIGN,44,59054800.0,107 N NINTH ST,60 CLEVELAND AVE,institution,False,False,False,False,institutional,True,"['60 CLEVELAND AV', '112 CLEVELAND AV', '107 N NINTH ST', '0 E GAY ST', '112 CLEVELAND AV']",0.9545454545454546,40,tier_3,Institutional investor (44 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BL&G LLC,43,9080600.0,130 ROYALL ST PC#302277,3 GLENLAKE PKWY NE,llc,True,False,False,True,institutional,True,"['2255 DUBLIN GRANVILLE RD', '2345 E DUBLIN GRANVILLE RD', '5701 5705 PARKVILLE ST', '5930 CLEVELAND AV', '2688 2690 BLENDON WOODS BL']",0.023255813953488372,59,tier_3,LLC entity (high investor probability); Institutional investor (43 properties); Business address (suite/floor),Possible Investor - Worth contacting
BUCKONE LTD,43,17029200.0,10424 WELLINGTON BLVD,10424 WELLINGTON BLVD,partnership,True,False,False,False,institutional,True,"['1312 W SIXTH AV', '80 W FIFTH AV', '45 47 W TENTH AV', '1514 1524 HIGHLAND ST', '1702 1708 WYANDOTTE RD']",0.20930232558139536,50,tier_3,Partnership (likely investor); Institutional investor (43 properties),Possible Investor - Worth contacting
FOUNDATION FIRST PROPERTIES LLC,41,5665100.0,PO BOX 77695,8805 GOVERNORS HILL DR,nonprofit,False,True,True,False,institutional,True,"['503 E MARKISON AV', '597 599 STANLEY AV', '311 WREXHAM AV', '307 WREXHAM AV', '3032 3034 E SIXTH AV']",0.14634146341463414,41,tier_3,"Institutional investor (41 properties); PO Box address; Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
DJ LAND CO INC,41,562400.0,500 S FRONT ST 10THFL,500 S FRONT ST FL 10,corporation,True,False,False,False,institutional,True,"['0 ATCHESON ST', '1734 - 1736 E SEVENTEENTH AV', '0 SEVENTEENTH AV', '0 SEVENTEENTH AV', '0 SEVENTEENTH AV']",0.024390243902439025,52,tier_3,Corporation (likely investor); Institutional investor (41 properties),Possible Investor - Worth contacting
EQUITY TRUST COMPANY,40,5919200.0,1 EQUITY WAY,PO BOX 292,trust,True,False,False,False,institutional,True,"['1420 MINNESOTA AV', '764 LINWOOD AV', '370 S WARREN AV', '361 363 EUREKA AV', '115 N OAKLEY AV']",0.65,53,tier_3,Trust entity (possible investor); Institutional investor (40 properties); 50%+ properties are absentee-owned,Possible Investor - Worth contacting
ALBANY 1732 LLC,40,4064900.0,135 ALLVIEW RD,135 ALLVIEW RD,llc,True,False,False,False,institutional,True,"['5270 CREEKSBANK  LN', '5274 CREEKSBANK LN', '5280 CREEKSBANK  LN', '5284 CREEKSBANK LN', '5306 SEISHER   RD']",0.0,55,tier_3,LLC entity (high investor probability); Institutional investor (40 properties),Possible Investor - Worth contacting
KODHELAJ DASHNOR,38,6061700.0,4991 MENGEL LN,PO BOX 9202,individual,False,False,False,False,institutional,True,"['1058 1068 COUNTRY CLUB RD', '1515 S HIGH ST', '160 WOODROW AV', '631 633 E MARKISON AV', '1725 S FOURTH ST']",0.8157894736842105,40,tier_3,Institutional investor (38 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
STATE OF OHIO HWY,37,630200.0,,139 W GAY ST,government,False,False,False,False,institutional,True,"['0 MCKINLEY AV', '0 HARMON AV', '0 MCKINLEY AV', '711 E THIRD AV', '0 SCHULTZ AV']",1.0,40,tier_3,Institutional investor (37 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
WIC 600 DE LLC,37,4485200.0,850 NEW BURTON RD STE 201,850 NEW BURTON RD STE 201,llc,True,False,False,True,institutional,True,"['364 W LANE AV', '364 W LANE AV', '364 W LANE AV', '364 W LANE AV', '364 W LANE AV']",0.08108108108108109,59,tier_3,LLC entity (high investor probability); Institutional investor (37 properties); Business address (suite/floor),Possible Investor - Worth contacting
DIGITAL NOSTALGIA LLC,35,7084700.0,1331 WALCUTT RD,1331 WALCUTT RD,llc,True,False,False,False,institutional,True,"['1348 PARSONS AV', '1012 BRUCK ST', '380 WELCH AV', '270 E BARTHMAN AV', '2424 MEDARY AV']",0.3142857142857143,55,tier_3,LLC entity (high investor probability); Institutional investor (35 properties),Possible Investor - Worth contacting
MOTORIST MUTUAL INSURANCE COMPANY,34,2929000.0,471 E BROAD ST,471 E BROAD ST,institution,False,False,False,False,institutional,True,"['595 OAK ST', '538 540 ELLIOTT AL', '124 S WASHINGTON AV', '112 S WASHINGTON AV', '525 OAK ST']",0.9117647058823529,40,tier_3,Institutional investor (34 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
LONGSTRETH CRAIG A,34,5646900.0,796 S JAMES RD,1120 CLAYCRAFT RD  SUITE C,individual,False,False,False,False,institutional,True,"['796 JAMES RD', '0 JAMES RD', '2826 E LIVINGSTON AV', '2904 LIVINGSTON AV', '935 BROADLEIGH RD']",1.0,40,tier_3,Institutional investor (34 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
HUANG XIAO YU,33,5404100.0,25A BURGESS RD,5433 BIXBY RD,individual,False,False,False,False,institutional,True,"['444 HAMILTON AV', '1161 E HILDRETH AV', '1153 HILDRETH AV', '1123 WHITTIER ST', '271 N EIGHTEENTH ST']",0.9090909090909091,40,tier_3,Institutional investor (33 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
WILE MICHAEL R,32,5960000.0,5451 BRUSH RIDGE WYANDOT,PO BOX 141123,individual,False,False,False,False,institutional,True,"['1682 1688 WYANDOTTE RD', '1672 1678 WYANDOTTE RD', '2752 2756 SULLIVANT AV', '5244 GRIFFEN HOUSE CT', '5246 GRIFFEN HOUSE CT']",0.96875,40,tier_3,Institutional investor (32 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
CENTRAL OHIO TRANSIT AUTHORITY,31,69921500.0,1600 MCKINLEY AVE,33 N HIGH STREET,government,False,False,False,False,institutional,True,"['33 W SPRING ST', '0 INDIANOLA AV', '0 STUDER AV', '1125 E MAIN ST', '1380 1390 CLEVELAND AV']",1.0,40,tier_3,Institutional investor (31 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BOARD PARK COMMISSIONERS,31,1647600.0,,1069 W MAIN ST,government,False,False,False,False,institutional,True,"['0 OLENTANGY RIVER RD', '0 N HIGH ST', '0 N HIGH ST', '0 PLUM TREE DR', '0 PLUM TREE DR']",1.0,40,tier_3,Institutional investor (31 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
XENOS CHRISTIAN FELLOWSHIP INC,30,33551700.0,1340 COMMUNITY PARK DR,1340 COMMUNITY PARK DR,corporation,True,False,False,False,institutional,True,"['1932 1934 FOURTH ST', '652 OAKLAND PARK AV', '620 OAKLAND PARK AV', '0 INDIANOLA AV', '0 CLEVELAND AV']",0.36666666666666664,52,tier_3,Corporation (likely investor); Institutional investor (30 properties),Possible Investor - Worth contacting
G PAUL COMPANY LLC,29,4265400.0,625 E 11TH AVE,625 E 11TH AVE,corporation,True,False,False,False,institutional,True,"['1142 LENORE AV', '1258 LENORE AV', '1264 LENORE AV', '1187 CAROLYN AV', '1321 PAULINE AV']",0.3103448275862069,52,tier_3,Corporation (likely investor); Institutional investor (29 properties),Possible Investor - Worth contacting
SMITH HERSCHEL C TR,28,3679700.0,22 E GAY ST  8TH FLOOR,1582 AFRICA ROAD,trust,True,False,False,False,institutional,True,"['2796 AZELDA AV', '2721 AZELDA ST', '2810 2812 AZELDA ST', '2679 AZELDA ST', '2835 N HIAWATHA ST']",1.0,58,tier_3,Trust entity (possible investor); Institutional investor (28 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
MOUNT CARMEL HEALTH,28,276618300.0,6150 E BROAD ST STE WD381N,3100 EASTON SQUARE PL STE 300,institution,False,False,False,False,institutional,True,"['0 W BROAD ST', '877 W BROAD ST', '6001 E BROAD ST', '36 S HARTFORD AV', '0 W TOWN ST']",1.0,40,tier_3,Institutional investor (28 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
UNIVERSITY GARDENS PROPERTY LLC,28,4422800.0,311 BLVD OF AMERICAS STE 208,PO BOX 9202,institution,False,True,False,True,institutional,True,"['3600 BEULAH RD', '3601 BEULAH RD', '3617 BEULAH RD', '3627 BEULAH RD', '3647 BEULAH RD']",1.0,54,tier_3,"Institutional investor (28 properties); 80%+ properties are absentee-owned; Business address (suite/floor); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
ALAURA JOSEPH S,28,3227500.0,1681 HOWARD AVE,3331 COUNTY ROAD 172,individual,False,False,False,False,institutional,True,"['1681 1683 HARVARD AV', '1420 N SIXTH ST', '188 190 1/2 LECHNER AV', '60 BREHL AV', '724 STEWART AV']",0.9285714285714286,40,tier_3,Institutional investor (28 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BOWERS JASON A,27,13386000.0,171 KING AVE A-5,2437 ZOLLINGER RD,individual,False,False,False,False,institutional,True,"['1431 1437 NEIL AV', '171 KING AV', '0 W KING AV', '60 MCMILLEN AV', '270 FOURTEENTH AV']",0.9629629629629629,40,tier_3,Institutional investor (27 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
BOARD OF PARK COMMISSIONERS,27,13260200.0,1069 W MAIN ST,1069 W MAIN ST,government,False,False,False,False,institutional,True,"['0 WILLIAMS RD', '0 E DUBLIN GRANVILLE RD', '0 E DUBLIN GRANVILLE RD', '0 E DUBLIN GRANVILLE RD', '0 E DUBLIN GRANVILLE RD']",0.9629629629629629,40,tier_3,Institutional investor (27 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
RHEMA CHRISTIAN CENTER,27,4249900.0,2100 AGLER RD,2100 AGLER RD,nonprofit,False,False,False,False,institutional,True,"['0 PARKWOOD AV', '0 PARKWOOD AV', '0 PARKWOOD AV', '0 WESTERVILLE RD', '0 EDDYSTONE AV']",0.8888888888888888,40,tier_3,Institutional investor (27 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
KP EASTLAND LLC,27,1190700.0,379 GLENBROOK DR,379 GLENBROOK DR,llc,True,False,False,False,institutional,True,"['2510 E KIMBERLY PW UNIT 101', '2510 E KIMBERLY  PW 103', '2510 E KIMBERLY PW UNIT 104', '2510 E KIMBERLY PW UNIT 105', '2510 E KIMBERLY PW UNIT 106']",0.1111111111111111,55,tier_3,LLC entity (high investor probability); Institutional investor (27 properties),Possible Investor - Worth contacting
MOUNT CARMEL HEALTH SYSTEM,27,229115600.0,6150 E BROAD ST STE WD381N,3100 EASTON SQUARE PL STE 300,institution,False,False,False,False,institutional,True,"['745 W STATE ST', '147 S HARTFORD AV', '857 W BROAD ST', '757 TOWN ST', '793 W STATE ST']",1.0,40,tier_3,Institutional investor (27 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
FRANKLIN COUNTY COMM,26,294725100.0,375 S HIGH ST FL 26,373 S HIGH ST FL 26,government,False,False,False,False,institutional,True,"['369 375 S HIGH ST', '0 N SKIDMORE ST', '0 N SKIDMORE ST', '0 E ENGLER ST', '50 E MOUND ST']",0.8846153846153846,40,tier_3,Institutional investor (26 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
APPLETON GARRY M,26,3729400.0,9904 ERIN WOODS DRIVE,9904 ERIN WOODS DRIVE,individual,False,False,False,False,institutional,True,"['1151 1165 WEYBRIDGE RD', '1169 1193 WEYBRIDGE RD', '0 WEYBRIDGE RD', '5272 SEISHER RD', '5282 SEISHER RD']",0.8461538461538461,40,tier_3,Institutional investor (26 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
STATE OF OHIO (HIGHWAY),25,357900.0,4672 HULL FARM LN,400 E WILLIAM STREET,government,False,False,False,False,institutional,True,"['0 E REYNOLDS AV', '704 E THIRD AV', '669 E REYNOLDS AV', '770 JEFFERSON PL', '788 CURTIS AV']",1.0,40,tier_3,Institutional investor (25 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
COMPASS HOMES INC,24,8076400.0,3763 ATTUCKS DRIVE,3763 ATTUCKS DR,corporation,True,True,False,False,large,True,"['505 E DOMINION BL', '2319 MCCOY RD', '2535 BRANDON RD', '2804 BRANDON RD', '2512 DORSET RD']",0.375,59,tier_3,"Corporation (likely investor); Large portfolio (24 properties); Name contains investor keywords (Properties, Holdings, etc.)",Possible Investor - Worth contacting
MIELKE DEVELOPMENT COLUMBUS LLC,24,1248500.0,1040 INDUSTRIAL PKWY,1040 INDUSTRIAL PKWY,llc,True,False,False,False,large,True,"['876 N NINETEENTH ST', '0 N NINETEENTH ST', '0 NINETEENTH ST', '892 N NINETEENTH ST', '896 N NINETEENTH ST']",0.0,52,tier_3,LLC entity (high investor probability); Large portfolio (24 properties),Possible Investor - Worth contacting
COMMUNITY HOUSING NETWORK INC,24,9560500.0,1680 WATERMARK DR,1680 WATERMARK DR,corporation,True,False,False,False,large,True,"['1142 HIGH ST', '94 E FOURTH AV', '1204 1206 N HIGH ST', '96 N TWENTY SECOND ST', '37 39 N TWENTIETH ST']",0.041666666666666664,49,tier_3,Corporation (likely investor); Large portfolio (24 properties),Possible Investor - Worth contacting
MAX BUSINESS ZONE LLC,24,4135000.0,2431 WINONA DR,2431 WINONA DR,llc,True,False,False,False,large,True,"['0 MYRTLE AV', '1507 MYRTLE AV', '1602 E CORDELL AV', '1487 TWENTY FOURTH AV', '1477 TWENTY-FIRST AV']",0.4166666666666667,52,tier_3,LLC entity (high investor probability); Large portfolio (24 properties),Possible Investor - Worth contacting
JAMES HILL ENTERPRISES LLC,24,2399800.0,1926 E COOKE RD,1926 E COOKE RD,llc,True,False,False,False,large,True,"['775 DAWSON AV', '1266 MINNESOTA AV', '1448 ABERDEEN AV', '1564 ABERDEEN AV', '1568 ABERDEEN AV']",0.08333333333333333,52,tier_3,LLC entity (high investor probability); Large portfolio (24 properties),Possible Investor - Worth contacting
WAYTOROM LLC,24,2576500.0,P O BOX 1231,5020 CROCKETT DR,llc,True,False,False,False,large,True,"['236 N MIAMI AV', '254 N WAYNE AV', '216 N WAYNE AV', '221 N WHEATLAND AV', '114 N OGDEN AV']",0.4583333333333333,52,tier_3,LLC entity (high investor probability); Large portfolio (24 properties),Possible Investor - Worth contacting
SPARKS RODNEY D TR,24,3732500.0,4185 E MAIN ST,4185 E MAIN ST,trust,True,False,False,False,large,True,"['3168 E ASTOR AV', '4527 GRIMSBY RD', '1571 BURLINGTON AV', '1849 WOODCREST RD', '1753 NIAGARA RD']",0.9166666666666666,55,tier_3,Trust entity (possible investor); Large portfolio (24 properties); 80%+ properties are absentee-owned,Possible Investor - Worth contacting
NEW BEGINNINGZ LLC,24,4030700.0,PO BOX 25,PO BOX 25,llc,True,False,True,False,large,True,"['757 COLTON RD', '458 CAROLANN AV', '466 CAROLANN AV', '225 ZIEGLER AV', '69 DERING AV']",0.0,58,tier_3,LLC entity (high investor probability); Large portfolio (24 properties); PO Box address,Possible Investor - Worth contacting
